id,logos,section,paragraph,tec_category,secondary_category,polarity,confidence,justification,error,page_start,biblical_citations
349,Θ΄,§24,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΔΟΞΟΛΟΓΙΑ,Ουδέτερο,0.61,"Διδακτική-ερμηνευτική παράγραφος με γεωγραφικές και εξηγητικές πληροφορίες για τον Παράδεισο κατά Μωσή, χωρίς έντονη συναισθηματική φόρτιση, αλλά με υποβόσκουσα αναφορά στη θεϊκή δημιουργία.",,148,
350,Θ΄,§25,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΔΟΞΟΛΟΓΙΑ,ΦΟΒΟΣ_ΘΕΟΥ,Θετικό,0.82,"Η ρητορική ερώτηση «τίς νουνεχῶς βλέπων οὐ δοξάζει τὸν κτίστην» και η αναφορά στο κάλλος και μέγεθος των κτισμάτων ως οδός θεογνωσίας αποπνέουν αυθόρμητη δοξολογική αγαλλίαση, ενώ η εικόνα του ακρογωνιαίου λίθου ενισχύει το θαυμαστὴ ἐν ὀφθαλμοῖς ἡμῶν με δευτερεύον ιερό δέος.",,148,
351,Θ΄,§26,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΔΟΞΟΛΟΓΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Θετικό,0.72,"Η πολλαπλή συσσώρευση χριστολογικών τίτλων (λίθος, ἄνθραξ, σάμφειρος, ἴασπις, πέτρα ζωῆς) δημιουργεί ύμνο ανακεφαλαίωσης του μεγαλείου του Χριστού, με δευτερεύουσα εσχατολογική φόρτιση στην εικόνα του λικμήσει.",,148,
352,Θ΄,§27,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΔΟΞΟΛΟΓΙΑ,ΕΝΤΟΛΗ,Θετικό,0.61,"Η προσφώνηση φιλήκοοι καὶ φιλόστοργοι και η θαυμαστική παρουσίαση της ασύγκριτης διαφοράς των λίθων παραπέμπουν σε δοξολογικό-διδακτικό τόνο, αν και κυριαρχεί η κατηγοριολογική έκθεση.",,148,
353,Θ΄,§28,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΔΟΞΟΛΟΓΙΑ,ΕΝΤΟΛΗ,Θετικό,0.74,"Η εικόνα του ακρογωνιαίου λίθου που πληροί πᾶσαν τὴν γῆν και είναι προσιτός σε όλους δίχως χρήματα, μόνο διά καθαρότητος βίου, εκφράζει αγαλλίαση μπροστά στο θεϊκό μεγαλείο και οικουμενικότητα του Χριστού, με δευτερεύοντα κανονιστικό τόνο στη φυλακὴ ἐντολῶν.",,149,
354,Θ΄,§29,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΛΠΙΔΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Θετικό,0.82,"Η εικόνα της ουράνιας πόλης με θεμέλια σαπφείρου και πύλες κρυστάλλου (Ησ. 54) αναπτύσσει ζωηρή εσχατολογική ελπίδα μεταμόρφωσης σε «λίθον ἐκλεκτόν», με κυρίαρχο τόνο υπόσχεσης και παρηγοριάς.",,149,
355,Θ΄,§30,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΔΟΞΟΛΟΓΙΑ,Ουδέτερο,0.62,"Μεταβατική-διδακτική παράγραφος με κανονιστικό τόνο επαναφοράς στο θέμα, με στοιχεία χαρούμενης περιπλάνησης ανά τον κόσμο που προσδίδουν ήπια θετική χροιά.",,149,
356,Θ΄,§31,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΔΟΞΟΛΟΓΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Θετικό,0.72,"Ο σκοπός της ερώτησης για τους ποταμούς του Παραδείσου είναι ρητά δοξολογικός («ἵνα κἀντεῦθε Θεὸς δοξασθῇ») και αναγωγικός στο μέγεθος του θείου παραδείσου, με εσχατολογική χροιά στην αναφορά στον τόπο εκείνον.",,149,
357,Θ΄,§32,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΔΟΞΟΛΟΓΙΑ,Ουδέτερο,0.62,"Μεταδιδακτική μεταβατική φράση με κανονιστικό-διδακτικό τόνο, με μόνη συναισθηματική χροιά την αναφορά εἰς δόξαν Θεοῦ που υπαινίσσεται δοξολογική διάθεση.",,149,
358,Θ΄,§33,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,,Ουδέτερο,0.61,"Αμιγώς γεωγραφική-εγκυκλοπαιδική περιγραφή των τεσσάρων ποταμών του Παραδείσου με διδακτικό-κανονιστικό τόνο έκθεσης πληροφορίας, χωρίς ανιχνεύσιμη συναισθηματική φόρτιση.",,149,
359,Θ΄,§34,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Ουδέτερο,0.52,"Μεταλογοτεχνική παρένθεση όπου ο συγγραφέας απευθύνεται στον «λόγο» του με διδακτική πρόθεση επιστροφής στο θέμα, χωρίς έντονη συναισθηματική φόρτιση, αλλά με ήπια εγγύτητα στον αναγνώστη.",,150,
360,Θ΄,§35,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΔΟΞΟΛΟΓΙΑ,Ουδέτερο,0.72,"Ο συγγραφέας αναπτύσσει μεθοδικά τη διδακτική ερμηνεία των μαργαριτών ως μετάβαση από τα υλικά στον άϋλο ακρογωνιαίο λίθο, με καθαρά κανονιστικό-ερμηνευτικό τόνο και ελάχιστη συναισθηματική φόρτιση.",,150,
361,Θ΄,§36,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΣΧΑΤΟΛΟΓΙΑ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.72,"Ο Νεόφυτος παρουσιάζει ολόκληρο τον ορατό κόσμο ως εικόνες και τύπους των μελλόντων, υπογραμμίζοντας την εσχατολογική διάσταση της δημιουργίας με θετική, δοξολογική υποτόνωση.",,150,
362,Θ΄,§37,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΔΟΞΟΛΟΓΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Θετικό,0.78,"Η εικόνα του Χριστού ως «ἀληθοῦς μαργαρίτου καὶ μαργαριτῶν ποιητοῦ» και η ανάδειξη του «ὑπερτίμου καὶ σοφοῦ καὶ παναγίου» των εντολών του συνθέτουν έναν ύμνο θαυμασμού και δόξας, με εσχατολογική υπόρρητη διάσταση στη φανέρωση επ᾿ ἐσχάτων.",,150,
363,Θ΄,§38,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΛΠΙΔΑ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.81,"Η εικόνα του πολυτίμου μαργαρίτου ως εντολών Χριστού και ο κατάλογος αγίων που τις απέκτησαν αναδεικνύουν τη βεβαιότητα εισόδου στη βασιλεία ως ζωντανή ελπίδα, με υπόρρητη αγαλλίαση στη δόξα των δικαίων.",,150,
364,Θ΄,§39,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.78,"Η απαρίθμηση αρετών ως «μαργαρίτες» έχει κανονιστικό-διδακτικό πυρήνα, αλλά η εικόνα του πλούτου και των τιμίων μαργαριτών προσδίδει αγαλλίαση που αγγίζει τη Δοξολογία.",,151,
365,Θ΄,§40,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΔΟΞΟΛΟΓΙΑ,ΕΝΤΟΛΗ,Θετικό,0.72,"Το κείμενο εξυμνεί τις θείες εντολές ως «ζωηροὺς μαργαρίτας» και το Άγιο Πνεύμα ως κοινή πηγή θεόπνευστων λόγων, εκφράζοντας αγαλλίαση για τη θεϊκή σοφία περισσότερο από διδακτική ή κανονιστική πρόθεση.",,151,
366,Θ΄,§41,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΔΟΞΟΛΟΓΙΑ,ΕΝΤΟΛΗ,Θετικό,0.78,"Η μεταφορά του ιερού υφάσματος με μαργαρίτες και νοητούς χιτώνες αποπνέει αγαλλίαση και θαυμασμό για τη θεία διδασκαλία, ενώ η αναφορά στις εντολές ως θεϊκό ιστό εντάσσει και διδακτικό τόνο.",,151,
367,Θ΄,§42,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Θετικό,0.78,"Η παράγραφος συνυφαίνει σαφείς προστακτικές εντολές (Μὴ δῶτε, Αἰτεῖτε, ζητεῖτε, κρούετε) με θεμελιώδη εμπιστοσύνη στην πατρική γενναιοδωρία του ουρανίου Πατρός, γεγονός που προσδίδει ελπιδοφόρο και θετικά φορτισμένο χαρακτήρα στο σύνολο του αποσπάσματος.",,151,
368,Θ΄,§43,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,,Ουδέτερο,0.91,Μεταβατική παράγραφος με άμεση παράθεση της χρυσής εντολής («ποιεῖτε αὐτοῖς») και μεταδιδακτική πλαισίωση — καθαρά κανονιστικός τόνος χωρίς συναισθηματική φόρτιση.,,151,
369,Θ΄,§44,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΛΠΙΔΑ,ΕΝΤΟΛΗ,Θετικό,0.81,"Η υποθετική εικόνα κόσμου-επίγειου ουρανού, με ανθρώπους «θεοὺς κατὰ μέθεξιν» και Θεὸν παρόντα μεταξύ τους, εκπέμπει έντονα εσχατολογική-αισιόδοξη παρηγοριά που αγγίζει ελπίδα, ενώ το πλαίσιο παραμένει κανονιστικό.",,151,
370,Θ΄,§45,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΚΑΤΗΓΟΡΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Αρνητικό,0.91,"Το αναστεναγμός οἴμοι, η εικόνα πελάγους και χειμώνα, και η σειρά βιβλικών απειλών (μάχαιρα, εμπαίκτες άρχοντες) συνθέτουν οξεία ηθική επίπληξη για την αποστασία του λαού από τις θείες εντολές.",,152,
371,Θ΄,§46,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Ουδέτερο,0.88,"Η «χρυσή αρχή» αναπτύσσεται με διπλή συλλογιστική δομή (θέλομεν/ὀφείλομεν) σε καθαρά κανονιστικό τόνο, με υπόρρητη αγάπη προς τον πλησίον ως υποκείμενη αξία.",,152,
372,Θ΄,§47,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΚΑΤΗΓΟΡΙΑ,Ουδέτερο,0.81,"Ο συγγραφέας αναπτύσσει διδακτικά και συστηματικά την χρυσή αρχή ηθικής αμοιβαιότητας μέσω τριών πρακτικών παραδειγμάτων (κλέπτης, πλεονέκτης, μοιχός), με κυρίαρχα κανονιστικό-επεξηγηματικό τόνο και δευτερευόντως ελεγκτική χροιά.",,152,
373,Θ΄,§48,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Θετικό,0.82,"Η παράγραφος εκθέτει συστηματικά τις δύο μεγάλες εντολές αγάπης με κανονιστικό-διδακτικό τόνο, ενώ η εικόνα του «λιμένος ευδίου» και του «παραδείσου» προσδίδει θετική συναισθηματική φόρτιση που αγγίζει και την κατηγορία ΑΓΑΠΗ.",,152,
374,Θ΄,§49,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Ουδέτερο,0.78,"Κυριαρχεί ο κανονιστικός-διδακτικός τόνος με ανάλυση της σύνθεσης των εντολών, ενώ η αναφορά στην αγάπη προς τον Κύριο με ὅλῃ διανοίᾳ καὶ ψυχῇ καὶ καρδίᾳ εισάγει δευτερευόντως τη θεματική της ΑΓΑΠΗΣ.",,153,
375,Θ΄,§50,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΚΑΤΗΓΟΡΙΑ,ΕΝΤΟΛΗ,Αρνητικό,0.82,"Η ρητορική ερώτηση «πῶς τολμῶσι» και η εικόνα του προδότη βασιλέως αποτελούν έντονο έλεγχο κατά όσων ισχυρίζονται ότι αγαπούν τον Θεό ενώ πράττουν πονηρά, με τα εντολολογικά παραθέματα να λειτουργούν ως κανονιστικό αντιστάθμισμα.",,153,
376,Θ΄,§51,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΕΣΧΑΤΟΛΟΓΙΑ,Αρνητικό,0.74,"Ο Νεόφυτος ερμηνεύει διδακτικά την εντολή της στενής πύλης με εκτεταμένη αλληγορία κινδύνων (παγίδες, λῃσταί, κρημνοί, θηρία), προσδίδοντας κανονιστικό τόνο με έντονη αρνητική εσχατολογική φόρτιση.",,153,
377,Θ΄,§52,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.88,"Η εικόνα των δύο οδών με έμφαση στην εὐρύχωρον ὁδὸν ἀπώλειας και τα φορτία αμαρτημάτων ως «ξύλα και άχυρα, πυρὸς ἀναλώματα» δημιουργεί έντονη εσχατολογική αφύπνιση με παράλληλο ελεγκτικό τόνο κατά των πολλών που επιλέγουν την απώλεια.",,153,
378,Θ΄,§53,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΣΧΑΤΟΛΟΓΙΑ,ΕΝΤΟΛΗ,Αρνητικό,0.85,"Η αντιπαράθεση πλατείας ὁδοῦ/ἀπώλειας και στενῆς πύλης/ζωῆς λειτουργεί ως εσχατολογική αφύπνιση με έμφαση στο ὀλίγοι εὑρίσκοντες, ενώ ο ερμηνευτικός τόνος φέρει διδακτική χροιά.",,153,
379,Θ΄,§54,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΕΣΧΑΤΟΛΟΓΙΑ,Ουδέτερο,0.72,Ρητορική ερώτηση που εξετάζει διδακτικά την αντίθεση στενής/πλατείας οδού — κανονιστικός-διδακτικός τόνος με εσχατολογική υποδήλωση της ζωής ως τέλους.,,154,
380,Θ΄,§55,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΚΑΤΗΓΟΡΙΑ,ΕΝΤΟΛΗ,Αρνητικό,0.88,"Ο Νεόφυτος στηλιτεύει με έντονη σαρκαστική διάθεση τους αμαρτωλούς παρομοιάζοντάς τους με ζώα (κύνες, λύκοι, χοῖροι), αναπτύσσοντας μια αυστηρή ηθική επίπληξη κατά της πλατείας ὁδοῦ της αμαρτίας.",,154,
381,Θ΄,§56,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.88,Τριπλή ρητορική ερώτηση με εικόνες ακαθαρσίας/σκότους αποκλεισμένες από αθάνατη ζωή αποτυπώνει εσχατολογική κρίση διαχωρισμού με έντονη κατηγορηματική φόρτιση.,,154,
382,Θ΄,§57,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΕΣΧΑΤΟΛΟΓΙΑ,Ουδέτερο,0.81,"Εκτεταμένη σειρά απαρεμφατικών εντολών που ορίζουν την «τεθλιμμένη ὁδόν» ως πρόγραμμα εντολών, με εσχατολογική σφήνωση στο τέλος (θάνατος ὡς κλέπτης, ἄγνωστη ὥρα).",,154,
383,Θ΄,§58,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΛΠΙΔΑ,ΕΝΤΟΛΗ,Θετικό,0.78,"Η εικόνα της τεθλιμμένης οδού και της στενής πύλης παρουσιάζεται ως πρόξενος βασιλείας και ευρυχωρίας απείρου, μετατρέποντας τον κόπο των εντολών σε εσχατολογική ελπίδα με θετική φόρτιση.",,155,
384,Θ΄,§59,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.81,"Διπλή προστακτική «Προσέχετε» πλαισιώνει διδακτική ανάλυση ψευδοπροφητών με εικόνες λύκων και ακανθών, συνδυάζοντας κανονιστικό τόνο με σαφή κατηγορία κατά πλανεμένων διδασκάλων.",,155,
385,Θ΄,§60,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.81,"Η εικόνα του δένδρου που εκκόπτεται και βάλλεται εἰς πῦρ φέρει εσχατολογική απειλή κρίσης βάσει έργων, με δευτερεύοντα ελεγκτικό τόνο κατά της υποκρισίας σχήματος και λόγων.",,155,
386,Θ΄,§61,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.91,Η σκηνή της Κρίσεως με την απόρριψη «Οὐκ οἶδα ὑμᾶς» — δραματική εσχατολογική φόρτιση που συνδυάζεται με υπόρρητη κατηγορία κατά των ψευδοπροφητών.,,155,
387,Θ΄,§62,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΝΤΟΛΗ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.71,Η αντίθεση Ιούδα–Παύλου λειτουργεί ως διδακτική έκθεση θεϊκής γνώσης με υπόρρητη επίπληξη της υποκριτικής πίστης χωρίς καρδίας.,,155,
388,Θ΄,§63,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΚΑΤΗΓΟΡΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Αρνητικό,0.91,Αυστηρή καταδίκη εργατῶν ἀνομίας μέσω εικόνας σαπροῦ δένδρου και τελικής απόρριψης «Ἀποχωρεῖτε ἀπ᾿ ἐμοῦ» — έντονη ηθική επίπληξη με εσχατολογικές συνέπειες.,,155,
389,Θ΄,§64,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΣΧΑΤΟΛΟΓΙΑ,ΦΟΒΟΣ_ΘΕΟΥ,Αρνητικό,0.91,"Η φρίκη της θείας απόφασης («Οὐκ οἶδα ὑμᾶς»), η καταδίκη χαρισματούχων και η αποσιώπηση του χειρότερου πεπρωμένου («τάχα οὐδὲ βούλομαι») συγκροτούν έντονο εσχατολογικό δέος με χροιά αγίου τρόμου.",,156,
390,Θ΄,§65,Εἰς τὰ ἐπίλοιπα τοῦ Μὴ κρίνετε καὶ εἰς τὰς λοιπὰς θείας ἐντολάς,ΕΛΠΙΔΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Θετικό,0.88,"Η επευκτική φράση «Γένοιτο» εισάγει μια αλυσίδα εσχατολογικών εικόνων (μαργαρίτης, στενή οδός, καρποφορία, τάλαντο) που κορυφώνεται στην παρηγορητική πρόσκληση «εἴσελθε εἰς τὴν χαρὰν», αποπνέοντας βαθιά και χαρούμενη ελπίδα αιώνιας ζωής.",,156,
391,Ι΄,§1,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΕΣΧΑΤΟΛΟΓΙΑ,Ουδέτερο,0.78,"Ο συγγραφέας παρουσιάζει κανονιστικά το τέρμα και την απόθεση των εντολών με μεταφορά των δέκα παρθένων, η οποία εισάγει εσχατολογικό υπόστρωμα.",,157,
392,Ι΄,§2,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Ουδέτερο,0.81,"Ο συγγραφέας εκθέτει με διδακτικό-θεολογικό τόνο τη θέσπιση των εντολών από τον Χριστό ως νομοδότη, με έμμεση υπόρρητη αναφορά στη φιλανθρωπία του.",,157,
393,Ι΄,§3,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.88,"Η πτώση των δαιμόνων λόγω υπερηφανίας περιγράφεται με σωρευτικά ρήματα καταστροφής (ἐξώσθησαν, ἐξεβλήθησαν, ἀπερρίφησαν, κατεπτώθησαν) και αιώνιας απώλειας, δημιουργώντας ισχυρό εσχατολογικό δέος με ταυτόχρονο κατηγορικό τόνο κατά της ὑπερηφανίας.",,157,
394,Ι΄,§4,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΦΟΒΟΣ_ΘΕΟΥ,ΕΣΧΑΤΟΛΟΓΙΑ,Αρνητικό,0.88,Το φοβηθῶμεν τὸ ὑπόδειγμα και η αναφορά στους εξωσθέντες αγγέλους δημιουργούν έντονο ιερό δέος με εσχατολογική διάσταση αποκλεισμού.,,157,
395,Ι΄,§5,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Θετικό,0.81,"Η διπλή επανάληψη «Μάθετε ἀπ᾿ ἐμοῦ» με συνοδευτική διδακτική ανάλυση πραότητας και ταπεινοφροσύνης καθιστά τον τόνο κυρίως κανονιστικό-διδακτικό, ενώ η εικόνα του χρηστοῦ ζυγοῦ και της ψυχικής ἀναπαύσεως προσδίδει δευτερευόντως θερμή πατρική εγγύτητα.",,157,
396,Ι΄,§6,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Ουδέτερο,0.74,"Διδακτικός-ερμηνευτικός τόνος κυριαρχεί: ο συγγραφέας αναλύει την εμφανή αντίφαση μεταξύ στενής ὁδοῦ και χρηστοῦ ζυγοῦ μέσω παιδαγωγικής αναλογίας ζώων, χωρίς συναισθηματική φόρτιση, αλλά με ήπια πατρική πρόσκληση στη νόηση.",,158,
397,Ι΄,§7,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Θετικό,0.72,"Η εκτεταμένη αλληγορία ταύρου και πώλου χρησιμεύει ως διδακτικό παράδειγμα για την αποδοχή του ζυγού των εντολών, με τελικό μήνυμα ότι ο ζυγός «χρηστὸς καταφαίνεται» — κανονιστικός τόνος με θετική απόληξη αγάπης προς τον Δεσπότη.",,158,
398,Ι΄,§8,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΝΤΟΛΗ,ΕΛΠΙΔΑ,Θετικό,0.74,"Διδακτική ανάλυση της στενής οδού με κανονιστικό τόνο (γνῶθι, ὑποδείγματα) που καταλήγει σε ελπιδοφόρα βεβαίωση: η ὁδὸς γίνεται χαρμόσυνος χάριτι Χριστοῦ για όποιον επιμείνει.",,158,
399,Ι΄,§9,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΕΛΠΙΔΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Θετικό,0.78,"Η αντίθεση στενής/πλατείας ὁδοῦ κορυφώνεται στην ελπίδα τὴν μέλλουσαν που χαρίζει εὐρυχωρία στους ἐραστὰς τῆς τεθλιμμένης, ενώ η εσχατολογική διάσταση των αἰωνίων φόβων παραμένει δευτερεύουσα.",,158,
400,Ι΄,§10,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΑΓΑΠΗ,ΕΛΠΙΔΑ,Θετικό,0.91,"Τριπλή επανάληψη «Δεῦτε πρός με» με υπόσχεση ἀναπαύσω — θερμή, πατρική πρόσκληση του Χριστού που εκφράζει άμεση στοργή και ελπίδα ανακούφισης.",,159,
401,Ι΄,§11,Εἰς τὰς ἁγίας καὶ αὖθις ἐντολάς καὶ εἰς τὴν ἔνδειαν τοῦ ἔτους,ΑΓΑΠΗ,ΕΛΠΙΔΑ,Θετικό,0.83,"Η τριπλή επανάληψη «Δεῦτε, καὶ ἀναπαύσω ὑμᾶς» εκφράζει θερμή θεϊκή πρόσκληση και στοργική εγγύτητα, ενώ η υπόσχεση φωτός και αναπαύσεως προσδίδει δευτερευόντως εσχατολογική ελπίδα.",,159,
